UNIDAD,FECHA DE INICIO,AÑO,DELITO,MODALIDAD,MUNICIPIO_HECHO,LATITUD,LONGITUD,lat,lon,geo_ok
UNIDAD CIUDAD MADERO 2A.,13/03/2026,2026.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24716286916206,-97.85585817259604,22.24716286916206,-97.85585817259604,True
UNIDAD MATAMOROS 2A.,13/03/2026,2026.0,LESIONES,CULPOSO,MATAMOROS,25.823604401295263,-97.56212890148164,25.823604401295263,-97.56212890148164,True
UNIDAD VICTORIA 1A.,13/04/2014,,HOMICIDIO,CULPOSO,VICTORIA,23.717638038496492,-99.00454312562943,23.71763803849649,-99.00454312562944,True
UNIDAD MATAMOROS 1A.,13/04/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8564004730093,-97.4833792448044,25.8564004730093,-97.4833792448044,True
UNIDAD NUEVO LAREDO 1A.,13/04/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4798753353026,-99.5076765958402,27.4798753353026,-99.5076765958402,True
UNIDAD REYNOSA 2A.,13/04/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.0561062416667,-98.2929852604866,26.0561062416667,-98.2929852604866,True
UNIDAD NUEVO LAREDO 2A.,13/04/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.472734514644223,-99.50169188872052,27.472734514644223,-99.50169188872052,True
UNIDAD REYNOSA 1A.,13/04/2018,2018.0,LESIONES,CULPOSO,REYNOSA,25.9937696971047,-98.3169188454559,25.9937696971047,-98.3169188454559,True
UNIDAD MATAMOROS 1A.,13/04/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.8686419667299,-97.4969600461449,25.8686419667299,-97.4969600461449,True
UNIDAD MATAMOROS 1A.,13/04/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.85861196234147,-97.51156290916909,25.85861196234147,-97.51156290916909,True
UNIDAD CIUDAD MADERO 2A.,13/04/2019,2019.0,LESIONES,CULPOSO,CIUDAD MADERO,22.279491396661133,-97.82851418963574,22.279491396661133,-97.82851418963574,True
UNIDAD REYNOSA 1A.,13/04/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,26.086262882475566,-98.29442024230958,26.08626288247557,-98.29442024230958,True
UNIDAD VICTORIA 2A,13/04/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.748772528845446,-99.13709844319405,23.748772528845446,-99.13709844319403,True
UNIDAD TAMPICO 3A.,13/04/2020,2020.0,HOMICIDIO,CULPOSO,TAMPICO,22.251807,97.8603875,22.251807,-97.8603875,True
UNIDAD REYNOSA 1A.,13/04/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,26.0553963,-98.3021041,26.0553963,-98.3021041,True
UNIDAD REYNOSA 1A.,13/04/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.01544,-98.26447,26.01544,-98.26447,True
UNIDAD REYNOSA 1A.,13/04/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,25.97483,-98.58004,25.97483,-98.58004,True
UNIDAD MATAMOROS 2A.,13/04/2021,2021.0,HOMICIDIO,CULPOSO,MATAMOROS,25.865620063210297,-97.47845048565145,25.865620063210297,-97.47845048565144,True
UNIDAD MATAMOROS 2A.,13/04/2021,2021.0,LESIONES,CULPOSO,MATAMOROS,25.868251193159487,-97.49344806457223,25.868251193159487,-97.49344806457223,True
UNIDAD REYNOSA 1A.,13/04/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.094202,-98.30325,26.094202,-98.30325,True
UNIDAD VICTORIA 3A,13/04/2022,2022.0,HOMICIDIO,CULPOSO,VICTORIA,23.752633800613182,-99.16556988550134,23.752633800613182,-99.16556988550134,True
UNIDAD CIUDAD MADERO 2A.,13/04/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25850185397882,-97.85345891882365,22.25850185397882,-97.85345891882363,True
UNIDAD MATAMOROS 2A.,13/04/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.823763721258853,-97.15345120569745,25.823763721258853,-97.15345120569744,True
UNIDAD CIUDAD MADERO 2A.,13/04/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.245695369493564,-97.8330638531304,22.245695369493564,-97.8330638531304,True
UNIDAD REYNOSA 1A.,13/04/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,0,0,0.0,0.0,False
UNIDAD REYNOSA 1A.,13/04/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.018360594032288,-98.27776355152946,26.018360594032288,-98.27776355152946,True
ATENCION INMEDIATA EN TAMPICO,13/04/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.21609,-97.85816,22.21609,-97.85816,True
UGI VICTORIA 4A.,13/04/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD REYNOSA 1A.,13/04/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.0385258001857,-98.3388612600191,26.0385258001857,-98.3388612600191,True
UGI VICTORIA 3A,13/04/2024,2024.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD CIUDAD MADERO 2A.,13/04/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2672413614508,-97.78842195343172,22.2672413614508,-97.78842195343172,True
UNIDAD TAMPICO 1A.,13/04/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.227874780409998,-97.86472965589532,22.22787478041,-97.86472965589532,True
UNIDAD TAMPICO 1A.,13/04/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.22624077471765,-97.8661219063391,22.22624077471765,-97.8661219063391,True
UNIDAD TAMPICO 1A.,13/04/2025,2025.0,HOMICIDIO,CULPOSO,TAMPICO,22.252491980001484,-97.8587251685801,22.252491980001484,-97.8587251685801,True
UNIDAD REYNOSA 2A.,13/04/2026,2026.0,HOMICIDIO,CULPOSO,REYNOSA,26.02553144421405,-98.34402902022074,26.02553144421405,-98.34402902022074,True
NNA ZONA SUR,13/04/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.253162791792867,-97.85919427871704,22.253162791792867,-97.85919427871704,True
UNIDAD TAMPICO 1A.,13/04/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.286876431451162,-97.87883877754213,22.28687643145116,-97.87883877754211,True
UNIDAD TAMPICO 2A.,13/04/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.216902107469068,-97.86282062530519,22.216902107469068,-97.8628206253052,True
MUJERES ZONA SUR,13/04/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.25284503949421,-97.85906553268434,22.25284503949421,-97.85906553268434,True
ATENCION INMEDIATA EN TAMPICO,13/05/2016,2016.0,LESIONES,CULPOSO,TAMPICO,22.2602567964565,-97.8760278224945,22.2602567964565,-97.8760278224945,True
UNIDAD REYNOSA 2A.,13/05/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,0.000677928328499401,-0.00116944313049316,0.0006779283284994,-0.0011694431304931,False
UNIDAD CIUDAD MADERO 2A.,13/05/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.257699097009095,-97.84241717412779,22.25769909700909,-97.8424171741278,True
UNIDAD REYNOSA 1A.,13/05/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0474448668931,-98.3347917144663,26.0474448668931,-98.3347917144663,True
UNIDAD REYNOSA 3A.,13/05/2019,2019.0,LESIONES,CULPOSO,REYNOSA,0.04317974874527824,-0.01321180969376945,0.0431797487452782,-0.0132118096937694,False
UNIDAD NUEVO LAREDO 2A.,13/05/2022,2022.0,LESIONES,CULPOSO,NUEVO LAREDO,27.503732246189912,-99.51802253723146,27.503732246189912,-99.51802253723146,True
UNIDAD TAMPICO 3A.,13/05/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.2772839,97.8410194,22.2772839,-97.8410194,True
UNIDAD MATAMOROS 2A.,13/05/2022,2022.0,LESIONES,CULPOSO,MATAMOROS,25.829435545480575,-97.4501895904541,25.82943554548057,-97.4501895904541,True
UNIDAD REYNOSA 1A.,13/05/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.0364603,-98.2899415,26.0364603,-98.2899415,True
UNIDAD REYNOSA 1A.,13/05/2022,2022.0,LESIONES,CULPOSO,REYNOSA,26.0693004,-98.32129,26.0693004,-98.32129,True
ATENCION INMEDIATA VICTORIA,13/05/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.744683938267276,-99.14036750793458,23.74468393826728,-99.14036750793458,True
UNIDAD MATAMOROS 2A.,13/05/2023,2023.0,HOMICIDIO,CULPOSO,MATAMOROS,25.872286331534227,-97.50387936830522,25.872286331534227,-97.50387936830522,True
UNIDAD REYNOSA 2A.,13/05/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.05025480051113,-98.37948580013811,26.05025480051113,-98.37948580013811,True
UNIDAD REYNOSA 2A.,13/05/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.08248,98.30236,26.08248,-98.30236,True
ATENCION INMEDIATA DE CIUDAD MADERO,13/05/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.247885143192526,-97.83585216069207,22.247885143192526,-97.83585216069208,True
UNIDAD CIUDAD MADERO 2A.,13/05/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2751246561654,-97.84539416089295,22.2751246561654,-97.84539416089297,True
UNIDAD TAMPICO 2A.,13/05/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.260247724703415,-97.86034937884266,22.26024772470341,-97.86034937884266,True
UNIDAD TAMPICO 2A.,13/05/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.223056093020272,-97.84654292343856,22.223056093020272,-97.84654292343856,True
UNIDAD CIUDAD MADERO 2A.,13/05/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24720256254769,-97.85581812630637,22.24720256254769,-97.85581812630636,True
ATENCION INMEDIATA EN TAMPICO,13/05/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.25589,97.86471,22.25589,-97.86471,True
UNIDAD CIUDAD MADERO 2A.,13/05/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24704648005892,-97.85570721905744,22.24704648005892,-97.85570721905744,True
UNIDAD NUEVO LAREDO 3,13/05/2025,2025.0,LESIONES,CULPOSO,NUEVO LAREDO,24.44038,-99.56055,24.44038,-99.56055,True
UNIDAD TAMPICO 1A.,13/05/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.238118643825935,-97.86422270289887,22.23811864382593,-97.86422270289889,True
UGI VICTORIA 2A,13/05/2025,2025.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD CIUDAD MADERO 2A.,13/05/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.25189022673483,-97.85991042852405,22.25189022673483,-97.85991042852405,True
UNIDAD CIUDAD MADERO 2A.,13/05/2026,2026.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25241247319436,-97.8302425146103,22.25241247319436,-97.8302425146103,True
UNIDAD TAMPICO 2A.,13/05/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.233392986909255,-97.86315923037368,22.23339298690925,-97.86315923037368,True
UNIDAD REYNOSA 1A.,13/05/2026,2026.0,LESIONES,CULPOSO,REYNOSA,26.008013218575574,98.25645756764666,26.008013218575574,-98.25645756764666,True
UNIDAD REYNOSA 3A.,13/06/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.0557110664452,-98.2942190766335,26.0557110664452,-98.2942190766335,True
UNIDAD CIUDAD MADERO 1A.,13/06/2016,2016.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2827267352168,-97.8197121620178,22.2827267352168,-97.8197121620178,True
UNIDAD VICTORIA 5A.,13/06/2016,2016.0,LESIONES,CULPOSO,VICTORIA,23.7118334812198,-99.1159701347351,23.7118334812198,-99.1159701347351,True
UNIDAD MATAMOROS 1A.,13/06/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8353237378525,-97.729868888855,25.8353237378525,-97.729868888855,True
UNIDAD TAMPICO 3A.,13/06/2017,2017.0,HOMICIDIO,CULPOSO,TAMPICO,22.307242711258393,-97.89324303299595,22.307242711258397,-97.89324303299595,True
UNIDAD TAMPICO 3A.,13/06/2017,2017.0,HOMICIDIO,CULPOSO,TAMPICO,22.30803678152682,-97.89203724471334,22.30803678152682,-97.89203724471334,True
UNIDAD MATAMOROS 1A.,13/06/2017,2017.0,LESIONES,CULPOSO,MATAMOROS,25.6683420931799,-97.5994920730591,25.6683420931799,-97.5994920730591,True
UNIDAD VICTORIA 1A.,13/06/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.76991834191753,-99.1250032977975,23.76991834191753,-99.1250032977975,True
UNIDAD REYNOSA 1A.,13/06/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,26.037859190087037,98.38663503006696,26.03785919008704,-98.38663503006696,True
UNIDAD NUEVO LAREDO 1A.,13/06/2020,2020.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.35794786060637,-99.56831164736519,27.35794786060637,-99.5683116473652,True
UNIDAD NUEVO LAREDO 1A.,13/06/2020,2020.0,LESIONES,CULPOSO,NUEVO LAREDO,27.48167172263247,-99.62181673916271,27.48167172263247,-99.62181673916272,True
UNIDAD REYNOSA 2A.,13/06/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.0632754,-98.31521,26.0632754,-98.31521,True
UNIDAD CIUDAD MADERO 2A.,13/06/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2901287143551,-97.85125212029466,22.2901287143551,-97.85125212029466,True
UNIDAD VICTORIA 1A.,13/06/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.73615214202954,-99.11146484108465,23.73615214202954,-99.11146484108464,True
UNIDAD REYNOSA 2A.,13/06/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.0553963,-98.3021041,26.0553963,-98.3021041,True
UNIDAD TAMPICO 2A.,13/06/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.224396980868963,-97.8487703732361,22.224396980868963,-97.8487703732361,True
UNIDAD REYNOSA 1A.,13/06/2024,2024.0,LESIONES,CULPOSO,REYNOSA,25.495889,-98.230903,25.495889,-98.230903,True
UNIDAD REYNOSA 1A.,13/06/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.055386677174653,98.2969650323443,26.055386677174653,-98.2969650323443,True
UNIDAD TAMPICO 2A.,13/06/2025,2025.0,HOMICIDIO,CULPOSO,TAMPICO,22.247059097508963,-97.83956050872804,22.247059097508963,-97.83956050872804,True
UNIDAD CIUDAD MADERO 2A.,13/06/2026,2026.0,LESIONES,CULPOSO,CIUDAD MADERO,22.26626572238608,-97.85433411598207,22.26626572238608,-97.85433411598208,True
UNIDAD VICTORIA 1A.,13/07/2015,2015.0,HOMICIDIO,CULPOSO,VICTORIA,23.767985083105597,-99.16566038633023,23.7679850831056,-99.16566038633025,True
UNIDAD REYNOSA 5,13/07/2016,2016.0,LESIONES,CULPOSO,REYNOSA,25.9767330043852,-98.2738466278533,25.9767330043852,-98.2738466278533,True
UNIDAD REYNOSA 2A.,13/07/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0675757948997,-98.3304691314697,26.0675757948997,-98.3304691314697,True
ATENCION INMEDIATA DE CIUDAD MADERO,13/07/2016,2016.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2456614937132,-97.8472137468634,22.2456614937132,-97.8472137468634,True
UNIDAD TAMPICO 3A.,13/07/2017,2017.0,HOMICIDIO,CULPOSO,TAMPICO,22.293425160940817,-97.84585614158173,22.293425160940817,-97.84585614158172,True
UNIDAD CIUDAD MADERO 2A.,13/07/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25726413026477,-97.83381522744021,22.25726413026477,-97.8338152274402,True
UNIDAD NUEVO LAREDO 2A.,13/07/2018,2018.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.463354890784363,-99.52858001096062,27.463354890784363,-99.52858001096062,True
UNIDAD REYNOSA 1A.,13/07/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0182182661023,-98.218560946159,26.0182182661023,-98.218560946159,True
UNIDAD 1 ADOLESCENTES REYNOSA,13/07/2019,2019.0,LESIONES,CULPOSO,REYNOSA,26.052110000961143,-98.28358948230745,26.052110000961143,-98.28358948230743,True
UNIDAD NUEVO LAREDO 1A.,13/07/2019,2019.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.460838084176004,-99.55158548838847,27.460838084176004,-99.55158548838848,True
UNIDAD TAMPICO 4,13/07/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.251154,-97.86180,22.251154,-97.8618,True
UNIDAD NUEVO LAREDO 1A.,13/07/2021,2021.0,LESIONES,CULPOSO,NUEVO LAREDO,27.497886721437364,-99.53542470932008,27.497886721437364,-99.53542470932008,True
UNIDAD CIUDAD MADERO 2A.,13/07/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.252285801076123,-97.84814612758154,22.252285801076123,-97.84814612758154,True
ATENCION INMEDIATA DE CIUDAD MADERO,13/07/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.247392102353402,-97.83692016948129,22.2473921023534,-97.83692016948127,True
UGI VICTORIA 3A,13/07/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.726530,-99.162795,23.72653,-99.162795,True
UNIDAD REYNOSA 1A.,13/07/2024,2024.0,LESIONES,CULPOSO,REYNOSA,25.928663353081767,-98.19653918974672,25.928663353081767,-98.19653918974672,True
UNIDAD NUEVO LAREDO 1A.,13/07/2024,2024.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.468948349961174,-99.51238989830019,27.46894834996117,-99.5123898983002,True
UNIDAD NUEVO LAREDO 2A.,13/07/2025,2025.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.39304828378646,-99.54917198555181,27.39304828378646,-99.5491719855518,True
UNIDAD NUEVO LAREDO 2A.,13/07/2025,2025.0,LESIONES,CULPOSO,NUEVO LAREDO,27.485945597853156,-99.50477369788058,27.48594559785316,-99.50477369788058,True
UNIDAD CIUDAD MADERO 2A.,13/07/2025,2025.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.26267552138092,-97.84402157342878,22.26267552138092,-97.84402157342878,True
UNIDAD TAMPICO 2A.,13/07/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.217394595233372,-97.85314987390079,22.21739459523337,-97.8531498739008,True
UNIDAD REYNOSA 1A.,13/07/2025,2025.0,LESIONES,CULPOSO,REYNOSA,25.93726512597336,-98.26860854736996,25.93726512597336,-98.26860854736996,True
UGI VICTORIA 3A,13/07/2025,2025.0,LESIONES,CULPOSO,VICTORIA,23.744801,-99.151212,23.744801,-99.151212,True
UNIDAD XICOTENCATL,13/08/2016,2016.0,HOMICIDIO,CULPOSO,VICTORIA,23.0801085102386,-98.75104963055063,23.0801085102386,-98.75104963055064,True
UNIDAD CIUDAD MADERO 2A.,13/08/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2484853,97.840747,22.2484853,-97.840747,True
UNIDAD CIUDAD MADERO 2A.,13/08/2017,2017.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.255591360549584,-97.83329972773977,22.255591360549584,-97.83329972773976,True
UNIDAD REYNOSA 2A.,13/08/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.0809969979924,-98.2802366763335,26.0809969979924,-98.2802366763335,True
UNIDAD MATAMOROS 3,13/08/2018,2018.0,HOMICIDIO,CULPOSO,MATAMOROS,25.869211660190714,-97.4967607855797,25.869211660190714,-97.4967607855797,True
UNIDAD NUEVO LAREDO 1A.,13/08/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4762145730384,-99.5888277641442,27.4762145730384,-99.5888277641442,True
UNIDAD MATAMOROS 3,13/08/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.84044579237617,-97.55348145961763,25.84044579237617,-97.55348145961764,True
UNIDAD CIUDAD MADERO 2A.,13/08/2021,2021.0,LESIONES,CULPOSO,CIUDAD MADERO,22.276837595314955,-97.83658024843811,22.276837595314955,-97.83658024843812,True
UNIDAD MATAMOROS 3,13/08/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.86356319114613,-97.57786273956299,25.86356319114613,-97.577862739563,True
UNIDAD REYNOSA 1A.,13/08/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.08564,-98.29279,26.08564,-98.29279,True
UNIDAD CIUDAD MADERO 2A.,13/08/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.27709411776024,-97.83143224982501,22.27709411776024,-97.831432249825,True
UNIDAD CIUDAD MADERO 2A.,13/08/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.246833712423143,-97.8354275227844,22.246833712423143,-97.8354275227844,True
UNIDAD CIUDAD MADERO 2A.,13/08/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.256892305467243,-97.82564786808295,22.256892305467243,-97.82564786808295,True
UGI VICTORIA 3A,13/08/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,23.839760,-99.060421,23.83976,-99.060421,True
UNIDAD TAMPICO 3A.,13/08/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.273818,-97.8571049,22.273818,-97.8571049,True
UNIDAD TAMPICO 3A.,13/08/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.227485,-97.859101,22.227485,-97.859101,True
ATENCION INMEDIATA EN REYNOSA,13/08/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.0973761862565,-98.27780127525331,26.0973761862565,-98.27780127525332,True
UNIDAD REYNOSA 2A.,13/08/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.007179890428574,-98.27709785947923,26.00717989042857,-98.27709785947924,True
UNIDAD CIUDAD MADERO 2A.,13/09/2016,2016.0,LESIONES,CULPOSO,TAMPICO,22.275530244546,-97.809476852417,22.275530244546,-97.809476852417,True
UNIDAD REYNOSA 2A.,13/09/2016,2016.0,LESIONES,CULPOSO,REYNOSA,25.9982128887386,-98.2760095596313,25.9982128887386,-98.2760095596313,True
UNIDAD TAMPICO 4,13/09/2017,2017.0,HOMICIDIO,CULPOSO,TAMPICO,0.001818637431184865,-0.00671321253237211,0.0018186374311848,-0.0067132125323721,False
UNIDAD VICTORIA 2A,13/09/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.7677278366339,-99.1387986247988,23.7677278366339,-99.1387986247988,True
UNIDAD CIUDAD MADERO 1A.,13/09/2019,2019.0,LESIONES,CULPOSO,CIUDAD MADERO,22.27681180604824,-97.83668972462758,22.27681180604824,-97.83668972462758,True
UNIDAD VICTORIA 4A.,13/09/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.761554,-99.12232300510088,23.761554,-99.12232300510088,True
UNIDAD VICTORIA 4A.,13/09/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.742104,-99.173920,23.742104,-99.17392,True
UNIDAD REYNOSA 2A.,13/09/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,26.05555008478559,98.2972430321232,26.05555008478559,-98.2972430321232,True
UNIDAD REYNOSA 1A.,13/09/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.02234808309803,98.34506537467472,26.02234808309803,-98.34506537467472,True
UNIDAD NUEVO LAREDO 2A.,13/09/2020,2020.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.498193036276565,-99.55466288543091,27.498193036276565,-99.55466288543091,True
UNIDAD MATAMOROS 3,13/09/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.822140383493,-97.15385109186174,25.822140383493,-97.15385109186174,True
ATENCION INMEDIATA EN TAMPICO,13/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.267204279278452,-97.8637273346071,22.26720427927845,-97.8637273346071,True
ATENCION INMEDIATA EN TAMPICO,13/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.21487426123103,-97.85764757190479,22.21487426123103,-97.8576475719048,True
UNIDAD TAMPICO 1A.,13/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.219408363098946,-97.85394324398104,22.219408363098943,-97.85394324398104,True
ATENCION INMEDIATA EN REYNOSA,13/09/2022,2022.0,LESIONES,CULPOSO,REYNOSA,26.069804474013402,-98.30467432737352,26.0698044740134,-98.30467432737352,True
UGI VICTORIA 4A.,13/09/2022,2022.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD CIUDAD MADERO 2A.,13/09/2023,2023.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.28191967466508,-97.79927784431398,22.28191967466508,-97.79927784431398,True
ATENCION INMEDIATA EN NUEVO LAREDO,13/09/2023,2023.0,LESIONES,CULPOSO,NUEVO LAREDO,27.461700371930274,-99.51501846313477,27.461700371930277,-99.51501846313477,True
UGI VICTORIA 1A.,13/09/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.742189,-99.168178,23.742189,-99.168178,True
UNIDAD REYNOSA 2A.,13/09/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.06507364417875,-98.34640257542945,26.06507364417875,-98.34640257542944,True
UNIDAD REYNOSA 2A.,13/09/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.01193614315606,-98.25454254651925,26.01193614315606,-98.25454254651925,True
UNIDAD TAMPICO 3A.,13/09/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.25203769198442,-97.85903116293629,22.25203769198442,-97.85903116293628,True
UNIDAD TAMPICO 3A.,13/09/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.323375993496683,-97.87725645418091,22.323375993496683,-97.87725645418092,True
UNIDAD REYNOSA 3A.,13/10/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0555106169191,-98.2969093322754,26.0555106169191,-98.2969093322754,True
UNIDAD REYNOSA 3A.,13/10/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.055491340012,-98.2969093322754,26.055491340012,-98.2969093322754,True
UNIDAD REYNOSA 3A.,13/10/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0479381628269,-98.3440518379211,26.0479381628269,-98.3440518379211,True
UNIDAD VICTORIA 2A,13/10/2016,2016.0,HOMICIDIO,CULPOSO,VICTORIA,23.7452670367303,-99.0401387214661,23.7452670367303,-99.0401387214661,True
UNIDAD MATAMOROS 2A.,13/10/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8663212392972,-97.4707996845245,25.8663212392972,-97.4707996845245,True
UNIDAD MATAMOROS 2A.,13/10/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8738046321696,-97.5399041175842,25.8738046321696,-97.5399041175842,True
ATENCION INMEDIATA VICTORIA,13/10/2016,2016.0,LESIONES,CULPOSO,VICTORIA,23.7366186452663,-99.136663377285,23.7366186452663,-99.136663377285,True
UNIDAD REYNOSA 2A.,13/10/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.0553949554288,-98.2969737052917,26.0553949554288,-98.2969737052917,True
UNIDAD NUEVO LAREDO 2A.,13/10/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.46899122028929,-99.52120130305126,27.46899122028929,-99.52120130305126,True
UNIDAD CIUDAD MADERO 2A.,13/10/2018,2018.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.247143118360135,-97.85575005344447,22.247143118360132,-97.85575005344448,True
UNIDAD REYNOSA 2A.,13/10/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.1232154222053,-98.335195548938,26.1232154222053,-98.335195548938,True
